SepalLengthCm,SepalWidthCm,PetalLengthCm,PetalWidthCm,Species
0.7288178082728822,2.6045488233811565,2.691134782387512,11.417508277701788,0.0
-0.5366695067311424,1.6018830859860782,2.230685358206381,8.453314925783094,0.0
1.3714017338179223,2.736892999690139,1.1061800455567268,7.014232256443725,0.0
1.2933836993250336,2.9462284345671583,2.159547441517467,10.4021315558305,0.0
2.421875032460134,2.758306614177635,4.574547493014152,17.76017292579366,0.0
2.6640050591724487,1.0825107628176098,1.6806597478336989,7.140193676633963,0.0
2.6094210069941974,0.7754058234607639,2.4374488699831423,9.025659900200603,0.0
1.4737416451605312,1.5760904987725743,3.1633290301845842,11.823418182629002,0.0
-0.26206596686579386,0.5400336816258475,1.3206721045788454,4.531436941627815,0.0
0.31915902103148375,2.114634807746213,2.209769221723979,9.262617140776836,0.0
0.03047426907583395,1.8449126957224842,4.065968533781086,14.420943116932989,0.0
-0.17019303999604607,1.950371552081371,2.435826291619854,9.596866825358394,0.0
1.008740098970248,1.5210924262069878,1.472385829112375,6.545090428476584,0.0
1.4119629511012382,2.3133030046582514,4.896419430633556,17.88881078282094,0.0
1.50533634661373,1.3976039345043998,3.108005041729094,11.45274075057668,0.0
0.8332071187858534,1.393622067053119,3.9121814092326317,13.658852843797394,0.0
0.13829699149571772,1.311853692068089,4.183813914904561,14.167155272644104,0.0
0.19433741611909328,1.0423850887261132,2.021478352259164,7.373598388084556,0.0
1.963608905480723,2.684613244086071,4.255288651702315,16.57648451965445,0.0
1.0092079014052384,1.167635505429928,2.590361394850161,9.475009161487968,0.0
-0.18595636590644626,0.8491522533345048,4.073661418639995,13.184180050149457,0.0
0.5703558878874546,1.4581828436612319,2.861313247428302,10.504865921044619,0.0
2.655556865188329,2.3437397653522236,3.4981213597195984,14.103518857137963,0.0
-0.7218225943779566,1.5087026920443973,3.963344322233082,13.483929418839136,0.0
1.1910298497396354,0.4180574357800688,4.1089517407344704,13.185833100061384,0.0
0.5108706013936465,2.4360647407335874,2.9085126274559943,11.80207675166638,0.0
0.8136658958148844,0.6541602215795506,2.7757572787159455,9.356363870787764,0.0
1.5337090100762072,3.084683027862522,4.299212273848138,17.0593691580023,0.0
0.21099242621738135,1.539476813546929,1.6631582708062564,6.900144716540298,0.0
0.24163326687429265,1.9630169767178134,1.575010872448476,7.153142969469092,0.0
-1.1794168269392826,2.990712181876371,1.7655004175802809,8.531530822910703,0.0
0.28588617785077375,1.8564959336243194,4.552353629030586,15.970621860796173,0.0
-1.2894245591665685,0.9214472627103223,2.5849635183977715,8.473799902695731,0.0
-0.10207933486098097,1.3069573752995112,2.796144859110738,9.926159627233334,0.0
1.9172187451042124,1.4758678161041354,1.758133101941996,7.620606308682214,0.0
0.8405250999306509,2.6995088685543016,3.0121650222594356,12.528063239022664,0.0
1.6483507195036533,1.058909552922501,2.256313222548729,8.534136347004285,0.0
0.2311250124105062,4.109581557106745,2.5282759873048377,12.585663334165758,0.0
0.867371142589387,1.9277931049247816,3.240960334285516,12.296444071543103,0.0
0.6202989735441287,1.324262550215046,3.1363413574470838,11.184228824662545,0.0
0.9571945210243572,3.5419763657965433,4.277290493921617,17.36940147702801,0.0
1.5532319834731836,1.6746919484088982,1.7875270729075796,7.8381811518553715,0.0
1.102007316713491,3.8877476691325743,1.8716654009388114,10.610895600789572,0.0
1.2207312896088978,2.5178262293949696,3.2007046685292107,12.989724867744265,0.0
1.9501270463186868,3.2352558853260205,4.610590476383442,18.299116605437156,0.0
1.8608785883176489,2.462282800237276,3.241332346091316,13.236999975053974,0.0
3.141398349035919,2.922146668299701,3.1870124255239225,14.010032783242185,0.0
2.3835648318289406,2.76319430234549,3.120529967979439,13.392492516301587,0.0
0.4922343470072219,1.0536375498437036,1.8491314762157625,6.959429792561898,0.0
1.3439543634546898,0.8603056294268638,2.0817429515922927,7.680781919125521,0.0
4.5421397135060975,5.49088175724541,7.012083357773154,28.98795009606578,1.0
5.477968052024273,6.359952576596702,3.7040367934311607,20.387443887816804,1.0
4.420834638479707,4.8638954615869014,6.8982973540734775,27.857817007668626,1.0
5.198440271281586,5.703918656258439,5.307417557982644,24.326487142842534,1.0
3.7715092897981224,5.7439703511257365,7.566106752089465,30.722537464558716,1.0
3.9784854300561987,6.5571415574882534,4.400237478155908,22.262827932470486,1.0
5.419305335678735,6.367058588209418,4.4427584192422795,22.59453716428176,1.0
4.3781979248572735,4.390691099318355,5.646339085682494,23.52130595368669,1.0
3.7525825610685795,7.149395143629139,6.49699031164981,29.19601987562497,1.0
4.548076851802757,5.90398291080014,4.615086558508037,22.294462224025107,1.0
