SepalLengthCm,SepalWidthCm,PetalLengthCm,PetalWidthCm,Species
2.245134421197759,2.3054718971928607,6.855277557833409,8.034064869214767,0.0
1.8278557263281032,2.484522503998209,7.396943133454753,5.827760593338564,0.0
0.9087569765277052,2.542480207103664,7.37752836285424,5.0908124841397475,0.0
0.7795998450599338,2.768157382827755,8.397065125386064,2.74864865174618,0.0
2.2446347740622494,1.8910537165793968,7.8788881116427145,8.535855846413543,0.0
0.7579184495037978,1.3197405399279298,4.77214158974995,6.151546744550804,0.0
1.6259904957965337,2.593931413237738,7.975821229717033,6.079617600291847,0.0
0.7283716302323459,1.6424725105475455,4.330853015412353,3.86252605401725,0.0
0.5298255842390456,2.0047633230708186,6.862560104922629,2.9016290094410384,0.0
1.1975109295229185,3.6445914673172988,16.979676205412424,5.701381666023854,0.0
1.1762581297838675,2.9584935640264645,9.893482870977707,2.9620184384196717,0.0
1.1750187497741853,2.2240406573271416,6.461525158331741,3.8516841198817215,0.0
0.6197152042814265,1.6221130304745652,4.83134890549934,2.400625061796071,0.0
1.5060650705190577,1.3932045068228045,4.593662623080989,6.533887661666307,0.0
1.3793385828607663,1.2375798661085096,5.664326621310359,2.2972840063696918,0.0
1.9379227943449306,2.133762278337221,6.902836834891733,7.164917816332478,0.0
0.18992403873676977,0.9376788248489993,5.351647425167612,2.0067197191088995,0.0
1.4836744584888502,1.5118431625672213,5.802760610255453,6.23989212796737,0.0
1.3180651077025867,3.2924267533102243,26.21113089489823,6.326193065043129,0.0
2.3781278914141697,1.9755973876619624,4.815534413603637,6.5799723208302865,0.0
1.383246309570882,-0.43446599667450325,4.427540937495174,5.015221927428254,0.0
1.8077882623080104,2.4618006912636172,6.731387745480461,4.417929380014505,0.0
1.738495276231481,3.1661818987064434,16.042884655841796,5.948318894549575,0.0
0.899628854106325,1.888716360677567,4.915706036055126,3.458351760402748,0.0
-1.29965259759895,3.792316387441444,13.094005368512594,3.7411934571572054,0.0
0.32480857550457165,2.1945146163710714,4.991232499058049,2.0276963790152314,0.0
1.8156340652823506,1.781686008013755,5.134172213309243,6.046581243683755,0.0
0.5676638691339966,2.001138131220414,8.533861413866466,2.523352330116951,0.0
1.0526493593587845,2.5543658988062243,8.002090051538506,3.841678347699243,0.0
2.2038771264479355,2.069455755169829,7.612893910329658,7.106558470921339,0.0
1.2198016452387161,1.2656087490972152,5.582281545502117,5.131017346754788,0.0
2.2971134644716766,0.9846396545236256,5.057644801176774,7.164858537493746,0.0
3.4929816582952014,3.0595968691047064,12.071481908705547,15.187930843709971,0.0
0.07973228641892405,0.8939904571075412,4.432910246870864,4.1535268213457925,0.0
0.01832890154096134,0.9129594148184033,5.842675310799976,4.351301488690037,0.0
0.8902736972508629,2.4760974859562666,6.9560910194225665,5.763111593019874,0.0
2.0613852194203166,0.8663195489166362,6.176081882356195,7.207878043733082,0.0
1.5527676691484418,1.324425574907011,5.036776616764434,4.992787510269796,0.0
0.2735040245433972,3.1200844640406236,14.55118293283413,1.686766719142257,0.0
1.4894788843058888,2.0361871854988256,7.326434389850017,6.165915029502285,0.0
2.7883680197254743,0.8083937662006284,6.3031229805320095,12.175748969787568,0.0
0.5131771713345483,1.462885953922879,5.0871248766473105,3.5791777139151435,0.0
0.5686663914581389,1.8471259247867338,7.60362690180926,1.7764061688574864,0.0
-0.18263915133776543,1.9205731296892736,5.937197606887418,2.8862244298297726,0.0
0.9672239962560512,0.4394233296503076,4.706978883773571,2.3404951069113773,0.0
1.4002851081606464,3.148138058639932,13.824597704228877,4.498362246727529,0.0
1.8014775898375,2.1160544877560983,6.635772275821719,5.404684069858227,0.0
0.3126324834181142,0.2952137114870115,4.7412578722198635,3.2632345471432713,0.0
